policy_id,algorithm,availability,budget,history_available,selected_subset,source_model,chosen_model,chosen_subset,chosen_config,uses_history,selected_additional_items,selected_items,development_oof_log_loss,selected_config_json,blocks_json,domain,n,log_loss,full_model,benchmark,delta_vs_full,upper95_vs_full,delta_vs_benchmark,upper95_vs_benchmark,loss_allowance_infimum_vs_full,superior_to_benchmark,empirical_best_model,empirical_regret,upper95_regret_to_best_fitted_family,policy_family_unique_contrasts,interpretation
ridge|history_unavailable|budget=00,ridge,history_unavailable,0,False,NONE,ridge::NONE,ridge::NONE,NONE,0.001,False,0,0,0.6853643289188563,0.001,[],whole,1520,0.6856435498450262,ridge::D_B_M_P_C_A_K,ridge::NONE,-0.02346741632869842,-0.0003423611843739842,0.0,0.0,0.0,False,ridge::B_C_K,0.033406234776052646,0.06077164567817395,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
ridge|history_unavailable|budget=01,ridge,history_unavailable,1,False,B,ridge::B,ridge::B,B,0.1,False,1,1,0.6777381954029948,0.1,"[""B""]",whole,1520,0.6774397940265432,ridge::D_B_M_P_C_A_K,ridge::NONE,-0.0316711721471814,-0.008546117002856967,-0.008203755818482983,0.014921299325841453,0.0,False,ridge::B_C_K,0.025202478957569663,0.052567889859690964,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
ridge|history_unavailable|budget=02,ridge,history_unavailable,2,False,B_A,ridge::B_A,ridge::B_A,B_A,0.1,False,2,2,0.6736656514353723,0.1,"[""B"", ""A""]",whole,1520,0.6896428576408072,ridge::D_B_M_P_C_A_K,ridge::NONE,-0.01946810853291736,0.0036569466114070755,0.00399930779578106,0.027124362940105496,0.0036569466114070755,False,ridge::B_C_K,0.037405542571833705,0.064770953473955,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
ridge|history_unavailable|budget=03,ridge,history_unavailable,3,False,B_C_A,ridge::B_C_A,ridge::B_C_A,B_C_A,0.1,False,3,3,0.6735209745197117,0.1,"[""B"", ""C"", ""A""]",whole,1520,0.6894130940732988,ridge::D_B_M_P_C_A_K,ridge::NONE,-0.01969787210042584,0.003427183043898597,0.003769544228272581,0.026894599372597017,0.003427183043898597,False,ridge::B_C_K,0.03717577900432523,0.06454118990644653,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
ridge|history_unavailable|budget=04,ridge,history_unavailable,4,False,D,ridge::D,ridge::D,D,1.0,False,4,4,0.6621656516928427,1.0,"[""D""]",whole,1520,0.7106611301987347,ridge::D_B_M_P_C_A_K,ridge::NONE,0.0015501640250100701,0.024675219169334506,0.02501758035370849,0.048142635498032924,0.024675219169334506,False,ridge::B_C_K,0.058423815129761136,0.08578922603188244,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
ridge|history_unavailable|budget=05,ridge,history_unavailable,5,False,D_B,ridge::D_B,ridge::D_B,D_B,1.0,False,5,5,0.6582120307239033,1.0,"[""D"", ""B""]",whole,1520,0.7009803562324238,ridge::D_B_M_P_C_A_K,ridge::NONE,-0.00813060994130077,0.014994445203023666,0.01533680638739765,0.03846186153172208,0.014994445203023666,False,ridge::B_C_K,0.048743041163450296,0.0761084520655716,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
ridge|history_unavailable|budget=06,ridge,history_unavailable,6,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",whole,1520,0.7210273412851432,ridge::D_B_M_P_C_A_K,ridge::NONE,0.011916375111418631,0.035041430255743064,0.03538379144011705,0.058508846584441485,0.035041430255743064,False,ridge::B_C_K,0.0687900262161697,0.096155437118291,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
ridge|history_unavailable|budget=07,ridge,history_unavailable,7,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",whole,1520,0.7210273412851432,ridge::D_B_M_P_C_A_K,ridge::NONE,0.011916375111418631,0.035041430255743064,0.03538379144011705,0.058508846584441485,0.035041430255743064,False,ridge::B_C_K,0.0687900262161697,0.096155437118291,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
ridge|history_unavailable|budget=08,ridge,history_unavailable,8,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",whole,1520,0.7210273412851432,ridge::D_B_M_P_C_A_K,ridge::NONE,0.011916375111418631,0.035041430255743064,0.03538379144011705,0.058508846584441485,0.035041430255743064,False,ridge::B_C_K,0.0687900262161697,0.096155437118291,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
ridge|history_unavailable|budget=09,ridge,history_unavailable,9,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",whole,1520,0.7210273412851432,ridge::D_B_M_P_C_A_K,ridge::NONE,0.011916375111418631,0.035041430255743064,0.03538379144011705,0.058508846584441485,0.035041430255743064,False,ridge::B_C_K,0.0687900262161697,0.096155437118291,21,positive allowance requires delta > upper95; zero means any positive delta when upper95 <= 0
